park_name,park_code,year,month,visits
Great Sand Dunes National Park,GRSA,2013,1,1399
Great Sand Dunes National Park,GRSA,2013,4,10486
Great Sand Dunes National Park,GRSA,2013,11,4953
Voyageurs National Park,VOYA,2013,5,27846
Virgin Islands National Park,VIIS,2008,1,59823
Virgin Islands National Park,VIIS,2008,2,57567
Virgin Islands National Park,VIIS,2008,3,60965
Virgin Islands National Park,VIIS,2008,4,46403
Virgin Islands National Park,VIIS,2008,5,38131
Virgin Islands National Park,VIIS,2008,6,42800
Virgin Islands National Park,VIIS,2008,7,40849
Virgin Islands National Park,VIIS,2008,8,30706
Grand Canyon National Park,GRCA,2013,8,633026
Grand Canyon National Park,GRCA,2013,11,217733
Great Sand Dunes National Park,GRSA,2013,7,51852
Virgin Islands National Park,VIIS,2008,9,10054
Virgin Islands National Park,VIIS,2008,10,20081
Virgin Islands National Park,VIIS,2008,11,24765
Virgin Islands National Park,VIIS,2008,12,36890
Great Sand Dunes National Park,GRSA,2013,10,6776
Wind Cave National Park,WICA,2010,1,11939
Wind Cave National Park,WICA,2010,2,10993
Wind Cave National Park,WICA,2010,3,19736
Wind Cave National Park,WICA,2010,4,36717
Wind Cave National Park,WICA,2010,5,56147
Wind Cave National Park,WICA,2010,6,77640
Wind Cave National Park,WICA,2010,7,123652
Wind Cave National Park,WICA,2010,8,120313
Wind Cave National Park,WICA,2010,9,68802
Wind Cave National Park,WICA,2010,10,26270
Wind Cave National Park,WICA,2010,11,13067
Cuyahoga Valley National Park,CUVA,2013,3,104524
Cuyahoga Valley National Park,CUVA,2013,10,78947
Cuyahoga Valley National Park,CUVA,2013,11,125141
Cuyahoga Valley National Park,CUVA,2013,8,282907
Cuyahoga Valley National Park,CUVA,2013,5,260588
Voyageurs National Park,VOYA,2013,8,50648
Wind Cave National Park,WICA,2010,12,11865
Voyageurs National Park,VOYA,2013,11,2400
Zion National Park,ZION,2013,11,141251
Zion National Park,ZION,2013,1,56972
Cuyahoga Valley National Park,CUVA,2013,1,84333
Cuyahoga Valley National Park,CUVA,2013,7,289470
Cuyahoga Valley National Park,CUVA,2013,4,181602
Everglades National Park,EVER,2013,10,38034
Everglades National Park,EVER,2013,3,144436
Badlands National Park,BADL,2006,1,9365
Badlands National Park,BADL,2006,2,8129
Badlands National Park,BADL,2006,3,12192
Badlands National Park,BADL,2006,4,21437
Badlands National Park,BADL,2006,5,62224
Voyageurs National Park,VOYA,2010,1,3863
Voyageurs National Park,VOYA,2010,2,8310
Voyageurs National Park,VOYA,2010,3,2894
Voyageurs National Park,VOYA,2010,4,441
Voyageurs National Park,VOYA,2010,5,30282
Voyageurs National Park,VOYA,2010,6,49250
Voyageurs National Park,VOYA,2010,7,70657
Voyageurs National Park,VOYA,2010,8,48756
Badlands National Park,BADL,2006,6,165119
Badlands National Park,BADL,2006,7,203452
Badlands National Park,BADL,2006,8,198003
Badlands National Park,BADL,2006,9,91615
Badlands National Park,BADL,2006,10,39023
Badlands National Park,BADL,2006,11,20369
Badlands National Park,BADL,2006,12,9190
Great Basin National Park,GRBA,2010,1,958
Great Basin National Park,GRBA,2010,2,1713
Great Basin National Park,GRBA,2010,3,2087
Great Basin National Park,GRBA,2010,4,5830
Great Basin National Park,GRBA,2010,5,7125
Great Smoky Mountains National Park,GRSM,2013,3,465594
Great Smoky Mountains National Park,GRSM,2013,6,1321821
Great Smoky Mountains National Park,GRSM,2013,9,1060237
Great Smoky Mountains National Park,GRSM,2013,12,490702
Great Basin National Park,GRBA,2010,6,10947
Great Basin National Park,GRBA,2010,7,18086
Great Basin National Park,GRBA,2010,8,15322
Great Basin National Park,GRBA,2010,9,14550
Great Basin National Park,GRBA,2010,10,7836
Great Basin National Park,GRBA,2010,11,2866
Great Basin National Park,GRBA,2010,12,1550
Great Basin National Park,GRBA,2013,4,4888
Great Basin National Park,GRBA,2013,7,21160
Great Basin National Park,GRBA,2013,10,2041
Everglades National Park,EVER,2013,1,142377
Everglades National Park,EVER,2013,7,61541
Everglades National Park,EVER,2013,4,91347
Everglades National Park,EVER,2010,1,104491
Everglades National Park,EVER,2010,2,112674
Everglades National Park,EVER,2010,3,137350
Everglades National Park,EVER,2010,4,91638
Everglades National Park,EVER,2010,5,67704
Everglades National Park,EVER,2010,6,46388
Everglades National Park,EVER,2010,7,55954
Everglades National Park,EVER,2010,8,52731
Everglades National Park,EVER,2010,9,52433
Everglades National Park,EVER,2010,10,64447
Everglades National Park,EVER,2010,11,48242
Everglades National Park,EVER,2010,12,81486
Great Sand Dunes National Park,GRSA,2013,2,1059
Great Sand Dunes National Park,GRSA,2013,5,34661
Great Sand Dunes National Park,GRSA,2013,8,40309
Everglades National Park,EVER,2013,12,112836
Cuyahoga Valley National Park,CUVA,2013,12,116957
Cuyahoga Valley National Park,CUVA,2013,9,239958
Cuyahoga Valley National Park,CUVA,2013,6,260571
Cuyahoga Valley National Park,CUVA,2013,2,78012
Everglades National Park,EVER,2013,9,50742
Everglades National Park,EVER,2013,6,59024
Voyageurs National Park,VOYA,2013,2,9536
Voyageurs National Park,VOYA,2013,9,26620
Voyageurs National Park,VOYA,2013,12,162
Great Smoky Mountains National Park,GRSM,2013,7,1399567
Great Smoky Mountains National Park,GRSM,2013,10,847616
Great Basin National Park,GRBA,2013,1,883
Great Basin National Park,GRBA,2013,8,15280
Great Basin National Park,GRBA,2013,11,3688
Carlsbad Caverns National Park,CAVE,2013,2,14541
Carlsbad Caverns National Park,CAVE,2013,5,37253
Carlsbad Caverns National Park,CAVE,2013,12,22904
Carlsbad Caverns National Park,CAVE,2013,4,29066
Carlsbad Caverns National Park,CAVE,2013,7,67267
Carlsbad Caverns National Park,CAVE,2013,10,8040
Carlsbad Caverns National Park,CAVE,2013,9,28603
Saguaro National Park,SAGU,2013,1,76927
Saguaro National Park,SAGU,2013,10,29117
Saguaro National Park,SAGU,2013,7,39896
Saguaro National Park,SAGU,2013,4,94764
Saguaro National Park,SAGU,2013,3,125881
Saguaro National Park,SAGU,2013,9,31072
Saguaro National Park,SAGU,2013,6,30949
Saguaro National Park,SAGU,2013,2,70794
Saguaro National Park,SAGU,2013,12,55998
Saguaro National Park,SAGU,2013,11,41561
Saguaro National Park,SAGU,2013,8,35161
Saguaro National Park,SAGU,2013,5,46141
Glacier National Park,GLAC,2013,1,10836
Glacier National Park,GLAC,2013,4,20922
Glacier National Park,GLAC,2013,11,14924
Rocky Mountain National Park,ROMO,2013,3,89691
Rocky Mountain National Park,ROMO,2013,6,602508
Carlsbad Caverns National Park,CAVE,2013,1,13354
Carlsbad Caverns National Park,CAVE,2013,8,46967
Carlsbad Caverns National Park,CAVE,2013,11,18746
Carlsbad Caverns National Park,CAVE,2013,3,49637
Carlsbad Caverns National Park,CAVE,2013,6,52188
Glacier National Park,GLAC,2013,2,11388
Glacier National Park,GLAC,2013,5,108998
Glacier National Park,GLAC,2013,8,626556
Rocky Mountain National Park,ROMO,2013,7,712583
Rocky Mountain National Park,ROMO,2013,10,66275
Rocky Mountain National Park,ROMO,2013,9,253467
Yellowstone National Park,YELL,2013,2,31053
Yellowstone National Park,YELL,2013,5,293250
Yellowstone National Park,YELL,2013,9,557925
Yellowstone National Park,YELL,2013,12,17378
Channel Islands National Park,CHIS,2013,2,10671
Channel Islands National Park,CHIS,2013,12,14332
Channel Islands National Park,CHIS,2013,5,21009
Channel Islands National Park,CHIS,2013,10,7193
Channel Islands National Park,CHIS,2013,7,27997
Arches National Park,ARCH,2006,4,84244
Denali National Park,DENA,2006,10,550
Glacier Bay National Park,GLBA,2006,8,100830
Grand Canyon National Park,GRCA,2006,3,296498
Grand Canyon National Park,GRCA,2006,4,419253
Grand Canyon National Park,GRCA,2006,5,451576
Grand Canyon National Park,GRCA,2006,6,509456
Grand Canyon National Park,GRCA,2006,7,578208
Grand Canyon National Park,GRCA,2006,8,507951
Grand Canyon National Park,GRCA,2006,9,399117
Grand Canyon National Park,GRCA,2006,10,352556
Grand Canyon National Park,GRCA,2006,11,239306
Grand Canyon National Park,GRCA,2006,12,183314
Indiana Dunes National Park,INDU,2006,1,79738
Indiana Dunes National Park,INDU,2006,2,91209
Indiana Dunes National Park,INDU,2006,3,142869
Gates of the Arctic National Park,GAAR,2006,11,0
Gates of the Arctic National Park,GAAR,2006,12,5
Grand Canyon National Park,GRCA,2006,1,163222
Grand Canyon National Park,GRCA,2006,2,178982
Indiana Dunes National Park,INDU,2006,4,172698
Indiana Dunes National Park,INDU,2006,5,237535
Indiana Dunes National Park,INDU,2006,6,222296
Indiana Dunes National Park,INDU,2006,7,323569
Indiana Dunes National Park,INDU,2006,9,166756
Indiana Dunes National Park,INDU,2006,10,115264
Indiana Dunes National Park,INDU,2006,11,95094
Indiana Dunes National Park,INDU,2006,12,78447
Canyonlands National Park,CANY,2013,11,16368
Gates of the Arctic National Park,GAAR,2013,4,5
Gates of the Arctic National Park,GAAR,2013,7,3377
Gates of the Arctic National Park,GAAR,2013,10,0
Gates of the Arctic National Park,GAAR,2013,2,302
Gates of the Arctic National Park,GAAR,2013,5,215
Gates of the Arctic National Park,GAAR,2013,8,3882
Gates of the Arctic National Park,GAAR,2013,11,0
Gates of the Arctic National Park,GAAR,2013,1,230
Glacier National Park,GLAC,2013,7,645514
Glacier National Park,GLAC,2013,10,25965
Saguaro National Park,SAGU,2006,1,67957
Saguaro National Park,SAGU,2006,2,80926
Saguaro National Park,SAGU,2006,3,91782
Saguaro National Park,SAGU,2006,4,69239
Saguaro National Park,SAGU,2006,5,43282
Saguaro National Park,SAGU,2006,6,31219
Saguaro National Park,SAGU,2006,7,34515
Saguaro National Park,SAGU,2006,8,32592
Saguaro National Park,SAGU,2006,9,27631
Saguaro National Park,SAGU,2006,10,40939
Saguaro National Park,SAGU,2006,11,42227
Saguaro National Park,SAGU,2006,12,57674
Virgin Islands National Park,VIIS,2013,3,64924
Virgin Islands National Park,VIIS,2013,6,26634
Rocky Mountain National Park,ROMO,2010,11,67862
Rocky Mountain National Park,ROMO,2010,12,66335
Rocky Mountain National Park,ROMO,2013,2,68831
Rocky Mountain National Park,ROMO,2013,5,239184
Rocky Mountain National Park,ROMO,2013,12,81970
Channel Islands National Park,CHIS,2013,11,13638
Channel Islands National Park,CHIS,2013,8,26273
Channel Islands National Park,CHIS,2013,3,15541
Channel Islands National Park,CHIS,2013,6,24797
Virgin Islands National Park,VIIS,2013,2,52506
Virgin Islands National Park,VIIS,2013,5,52241
Virgin Islands National Park,VIIS,2013,8,20420
Virgin Islands National Park,VIIS,2013,4,51128
Virgin Islands National Park,VIIS,2013,7,29000
Virgin Islands National Park,VIIS,2013,10,10056
Virgin Islands National Park,VIIS,2013,9,11140
Virgin Islands National Park,VIIS,2013,12,47629
Channel Islands National Park,CHIS,2013,1,12800
Channel Islands National Park,CHIS,2013,9,18851
Channel Islands National Park,CHIS,2013,4,18927
Shenandoah National Park,SHEN,2013,3,30481
Shenandoah National Park,SHEN,2013,6,136277
Shenandoah National Park,SHEN,2013,9,139508
Shenandoah National Park,SHEN,2013,12,18089
Shenandoah National Park,SHEN,2013,1,13786
Shenandoah National Park,SHEN,2013,5,147819
Yellowstone National Park,YELL,2013,1,24699
Yellowstone National Park,YELL,2013,8,725136
Yellowstone National Park,YELL,2013,11,11169
Yellowstone National Park,YELL,2013,3,18613
Shenandoah National Park,SHEN,2013,8,168796
Shenandoah National Park,SHEN,2013,11,98409
Shenandoah National Park,SHEN,2013,2,9620
Shenandoah National Park,SHEN,2013,7,159170
Shenandoah National Park,SHEN,2013,10,112754
Yellowstone National Park,YELL,2013,6,624429
Virgin Islands National Park,VIIS,2013,11,27537
Indiana Dunes National Park,INDU,2013,1,54937
Indiana Dunes National Park,INDU,2013,4,101281
Indiana Dunes National Park,INDU,2013,7,357123
Indiana Dunes National Park,INDU,2013,10,78671
Virgin Islands National Park,VIIS,2013,1,45386
Shenandoah National Park,SHEN,2013,4,101796
Indiana Dunes National Park,INDU,2013,5,144046
Indiana Dunes National Park,INDU,2013,8,304087
Indiana Dunes National Park,INDU,2013,11,62707
Indiana Dunes National Park,INDU,2013,3,77032
Indiana Dunes National Park,INDU,2013,6,219493
Indiana Dunes National Park,INDU,2013,9,190536
Indiana Dunes National Park,INDU,2013,12,44350
Bryce Canyon National Park,BRCA,2013,3,51205
Bryce Canyon National Park,BRCA,2013,6,210292
Bryce Canyon National Park,BRCA,2013,9,203491
Bryce Canyon National Park,BRCA,2013,12,23317
Bryce Canyon National Park,BRCA,2013,2,17572
Bryce Canyon National Park,BRCA,2013,5,166592
Everglades National Park,EVER,2008,1,87123
Everglades National Park,EVER,2008,2,111172
Everglades National Park,EVER,2008,3,104390
Everglades National Park,EVER,2008,4,82543
Everglades National Park,EVER,2008,5,60147
Everglades National Park,EVER,2008,6,50393
Everglades National Park,EVER,2008,7,54174
Denali National Park,DENA,2013,5,44947
Denali National Park,DENA,2013,8,140079
Denali National Park,DENA,2013,11,240
Bryce Canyon National Park,BRCA,2013,1,15788
Bryce Canyon National Park,BRCA,2013,4,87023
Bryce Canyon National Park,BRCA,2013,8,206853
Bryce Canyon National Park,BRCA,2013,11,36259
Bryce Canyon National Park,BRCA,2013,7,226736
Rocky Mountain National Park,ROMO,2010,1,64618
Rocky Mountain National Park,ROMO,2010,2,44576
Rocky Mountain National Park,ROMO,2010,3,70117
Rocky Mountain National Park,ROMO,2010,4,69097
Rocky Mountain National Park,ROMO,2010,5,180710
Rocky Mountain National Park,ROMO,2010,6,441738
Rocky Mountain National Park,ROMO,2010,7,668418
Rocky Mountain National Park,ROMO,2010,8,574638
Rocky Mountain National Park,ROMO,2010,9,461942
Rocky Mountain National Park,ROMO,2010,10,245770
Everglades National Park,EVER,2008,8,44632
Everglades National Park,EVER,2008,9,27457
Everglades National Park,EVER,2008,10,43760
Everglades National Park,EVER,2008,11,70884
Everglades National Park,EVER,2008,12,85443
Indiana Dunes National Park,INDU,2013,2,47432
Denali National Park,DENA,2013,1,319
Denali National Park,DENA,2013,4,2065
Denali National Park,DENA,2013,7,153636
Denali National Park,DENA,2013,10,313
Denali National Park,DENA,2013,2,1001
Denali National Park,DENA,2013,9,59490
Denali National Park,DENA,2013,12,289
Great Sand Dunes National Park,GRSA,2013,3,10845
Great Sand Dunes National Park,GRSA,2013,6,47565
Great Sand Dunes National Park,GRSA,2013,9,30624
Great Sand Dunes National Park,GRSA,2013,12,2312
Everglades National Park,EVER,2013,2,132732
Big Bend National Park,BIBE,2013,6,17284
Big Bend National Park,BIBE,2013,9,14020
Big Bend National Park,BIBE,2013,12,22310
Big Bend National Park,BIBE,2013,2,46573
Big Bend National Park,BIBE,2013,5,39578
Everglades National Park,EVER,2013,11,80206
Everglades National Park,EVER,2013,8,60541
Everglades National Park,EVER,2013,5,73300
Big Bend National Park,BIBE,2013,8,13856
Big Bend National Park,BIBE,2013,11,22710
Big Bend National Park,BIBE,2013,1,22986
Big Bend National Park,BIBE,2013,4,33664
Big Bend National Park,BIBE,2013,7,13801
Mammoth Cave National Park,MACA,2013,3,44118
Mammoth Cave National Park,MACA,2013,6,78842
Mammoth Cave National Park,MACA,2013,9,34847
Mammoth Cave National Park,MACA,2013,12,13155
Mammoth Cave National Park,MACA,2013,2,8393
Virgin Islands National Park,VIIS,2010,1,36384
Virgin Islands National Park,VIIS,2010,2,56165
Virgin Islands National Park,VIIS,2010,3,65158
Virgin Islands National Park,VIIS,2010,4,119783
Virgin Islands National Park,VIIS,2010,5,33566
Virgin Islands National Park,VIIS,2010,6,31782
Virgin Islands National Park,VIIS,2010,7,34048
Virgin Islands National Park,VIIS,2010,8,24919
Virgin Islands National Park,VIIS,2010,9,9376
Virgin Islands National Park,VIIS,2010,10,13664
Virgin Islands National Park,VIIS,2010,11,27214
Virgin Islands National Park,VIIS,2010,12,41418
Bryce Canyon National Park,BRCA,2013,10,66747
Big Bend National Park,BIBE,2013,3,39336
Big Bend National Park,BIBE,2013,10,30835
Denali National Park,DENA,2013,6,127243
Badlands National Park,BADL,2013,6,177507
Badlands National Park,BADL,2013,9,104029
Badlands National Park,BADL,2013,12,8002
Badlands National Park,BADL,2013,1,11882
Badlands National Park,BADL,2013,4,20750
Badlands National Park,BADL,2013,7,225096
Badlands National Park,BADL,2013,2,11033
Badlands National Park,BADL,2013,5,65043
Badlands National Park,BADL,2013,10,25530
Mammoth Cave National Park,MACA,2013,4,48492
Mammoth Cave National Park,MACA,2013,7,104055
Mammoth Cave National Park,MACA,2013,10,15222
Mammoth Cave National Park,MACA,2013,5,48245
Mammoth Cave National Park,MACA,2013,8,71310
Mammoth Cave National Park,MACA,2013,11,20067
Badlands National Park,BADL,2013,8,208579
Badlands National Park,BADL,2013,3,18258
Denali National Park,DENA,2013,3,1300
Badlands National Park,BADL,2013,11,16663
Glacier National Park,GLAC,2013,3,15758
Glacier National Park,GLAC,2013,6,343560
Glacier National Park,GLAC,2013,9,355471
Glacier National Park,GLAC,2013,12,10482
Rocky Mountain National Park,ROMO,2013,1,78022
Rocky Mountain National Park,ROMO,2013,4,90379
Rocky Mountain National Park,ROMO,2013,8,621852
Mammoth Cave National Park,MACA,2013,1,7795
Rocky Mountain National Park,ROMO,2013,11,86379
Yellowstone National Park,YELL,2013,4,24606
Yellowstone National Park,YELL,2013,7,812212
Yellowstone National Park,YELL,2013,10,47560
Black Canyon of the Gunnison National Park,BLCA,2013,11,3296
Death Valley National Park,DEVA,2013,2,69596
Death Valley National Park,DEVA,2013,5,93874
Death Valley National Park,DEVA,2013,8,90631
Death Valley National Park,DEVA,2013,11,65899
Great Smoky Mountains National Park,GRSM,2010,5,792980
Great Smoky Mountains National Park,GRSM,2010,6,1359978
Great Smoky Mountains National Park,GRSM,2010,7,1403978
Great Smoky Mountains National Park,GRSM,2010,8,947311
Great Smoky Mountains National Park,GRSM,2010,9,845410
Great Smoky Mountains National Park,GRSM,2010,10,1252357
Great Smoky Mountains National Park,GRSM,2010,11,621211
Great Smoky Mountains National Park,GRSM,2010,12,342512
Death Valley National Park,DEVA,2013,1,60868
Death Valley National Park,DEVA,2013,4,99741
Death Valley National Park,DEVA,2013,7,80393
Pinnacles National Park,PINN,2010,1,8594
Pinnacles National Park,PINN,2010,2,11949
Pinnacles National Park,PINN,2010,3,31234
Black Canyon of the Gunnison National Park,BLCA,2013,3,6698
Black Canyon of the Gunnison National Park,BLCA,2013,6,21927
Black Canyon of the Gunnison National Park,BLCA,2013,9,23945
Black Canyon of the Gunnison National Park,BLCA,2013,12,4138
Pinnacles National Park,PINN,2010,4,46729
Pinnacles National Park,PINN,2010,5,36225
Pinnacles National Park,PINN,2010,6,12191
Pinnacles National Park,PINN,2010,7,18589
Pinnacles National Park,PINN,2010,8,27740
